EventID,Timestamp,Source IP,Destination IP,Protocol,Action,Bytes Sent,Risk Score
N01151,2025-03-15 00:54:10,14.49.138.84,207.144.28.228,UDP,Block,21864,0.31
N01152,2025-04-11 16:44:16,205.58.72.248,147.163.16.211,HTTPS,Block,26317,0.81
N01153,2025-04-08 04:37:28,184.131.82.61,164.142.121.244,HTTPS,Reset,6584,0.26
N01154,2025-03-21 21:49:18,192.65.233.103,169.250.214.15,ICMP,Reset,15688,0.05
N01155,2025-03-28 21:09:40,202.103.118.184,120.58.101.46,ICMP,Reset,17816,0.14
N01156,2025-03-23 13:01:14,99.19.7.103,14.98.4.237,HTTP,Allow,27468,1.0
N01157,2025-03-20 00:44:11,198.26.163.55,204.158.153.58,TCP,Allow,21137,0.3
N01158,2025-03-30 11:38:28,196.110.89.216,199.35.235.62,UDP,Reset,32981,0.37
N01159,2025-04-08 20:01:25,170.182.209.228,197.254.237.186,HTTPS,Allow,6105,0.03
N01160,2025-03-16 09:12:53,211.89.52.168,64.136.91.7,HTTPS,Allow,48799,0.51
N01161,2025-03-31 01:39:37,169.155.198.170,222.77.106.90,HTTP,Block,47037,0.37
N01162,2025-04-09 07:45:15,190.13.187.115,195.38.170.71,HTTP,Reset,40109,0.71
N01163,2025-04-12 20:30:44,176.154.109.5,171.211.1.191,HTTP,Allow,25941,0.15
N01164,2025-04-09 14:37:26,80.35.136.239,137.236.4.37,TCP,Block,25726,0.57
N01165,2025-03-23 17:07:33,206.12.241.234,197.20.52.82,HTTP,Allow,25816,0.1
N01166,2025-03-18 22:52:38,184.254.200.87,201.35.45.80,HTTP,Allow,16147,0.59
N01167,2025-04-03 01:53:53,204.223.96.187,12.80.49.238,HTTPS,Reset,39804,0.74
N01168,2025-04-09 03:24:30,216.106.30.112,199.68.152.154,HTTPS,Block,23209,0.96
N01169,2025-04-01 00:35:34,191.63.255.142,212.151.103.209,HTTPS,Allow,23115,0.94
N01170,2025-04-08 11:28:28,38.237.85.197,219.149.117.134,HTTP,Reset,4432,0.73
N01171,2025-04-02 19:08:02,201.171.201.23,203.117.2.242,TCP,Reset,9957,0.33
N01172,2025-03-16 21:33:20,203.176.95.125,217.59.78.47,TCP,Reset,35692,0.49
N01173,2025-03-30 17:26:45,178.92.182.148,1.209.74.110,TCP,Reset,19649,0.85
N01174,2025-04-09 04:05:04,99.118.145.104,165.51.172.69,HTTPS,Allow,13318,0.82
N01175,2025-04-03 00:49:45,116.136.5.99,191.157.10.6,UDP,Allow,9513,0.67
N01176,2025-03-24 19:18:03,96.16.120.246,221.47.17.164,HTTP,Allow,21425,0.2
N01177,2025-04-12 09:57:26,131.89.52.198,117.78.255.150,HTTP,Allow,1360,0.71
N01178,2025-04-10 08:51:20,181.76.104.200,218.195.161.99,TCP,Allow,8670,0.39
N01179,2025-03-30 07:37:18,171.42.211.225,24.58.61.157,TCP,Block,30041,0.09
N01180,2025-03-21 19:24:49,205.174.106.141,217.66.169.133,UDP,Block,25230,0.09
N01181,2025-04-04 05:13:43,163.54.137.247,87.217.30.117,TCP,Allow,39830,0.64
N01182,2025-04-02 13:12:19,154.178.160.70,140.26.78.85,HTTPS,Allow,37095,0.06
N01183,2025-03-14 22:09:14,130.94.252.149,175.252.47.36,UDP,Allow,3730,0.6
N01184,2025-04-13 08:12:18,67.111.51.241,146.202.222.207,TCP,Block,21188,0.98
N01185,2025-03-18 11:36:07,201.69.177.235,23.167.76.152,TCP,Block,395,0.33
N01186,2025-03-24 21:39:08,214.246.113.44,208.203.67.199,TCP,Allow,28272,0.35
N01187,2025-04-02 15:10:53,55.146.243.37,64.125.109.197,HTTP,Reset,1296,0.16
N01188,2025-03-30 11:27:50,211.222.237.231,214.68.204.63,UDP,Block,34948,0.77
N01189,2025-03-25 21:22:29,169.42.232.203,221.67.239.104,TCP,Reset,13329,0.3
N01190,2025-04-12 04:50:37,116.80.87.69,22.213.139.166,HTTPS,Block,46971,0.71
N01191,2025-03-29 10:14:10,126.255.143.170,211.16.113.183,TCP,Allow,9810,0.75
N01192,2025-03-29 15:32:50,49.40.251.65,61.110.137.149,TCP,Allow,30048,0.47
N01193,2025-03-28 00:53:35,193.59.37.204,176.104.113.181,TCP,Reset,40176,0.06
N01194,2025-03-23 12:27:22,173.4.204.126,208.247.142.205,ICMP,Allow,46621,0.41
N01195,2025-03-15 08:47:47,55.178.207.112,42.92.192.73,UDP,Reset,40027,0.92
N01196,2025-04-12 11:04:28,129.214.242.127,200.39.241.247,ICMP,Allow,28226,0.6
N01197,2025-03-23 14:14:26,34.96.99.215,164.112.14.248,UDP,Block,11427,0.57
N01198,2025-03-17 01:50:12,193.66.117.244,42.74.251.237,UDP,Block,32512,0.74
N01199,2025-04-08 04:19:01,58.68.170.73,145.215.73.146,ICMP,Block,37533,0.45
N01200,2025-03-17 08:02:38,90.179.159.107,194.251.144.244,HTTPS,Block,7619,0.92
N01201,2025-04-11 03:37:18,219.196.76.203,193.180.62.119,TCP,Reset,11872,0.3
N01202,2025-03-15 21:38:23,141.137.149.246,197.211.170.26,HTTPS,Block,26699,0.53
N01203,2025-04-10 08:10:40,185.171.68.55,189.227.191.167,ICMP,Reset,24599,0.6
N01204,2025-03-31 02:53:26,187.173.10.24,77.175.238.171,TCP,Block,1784,0.76
N01205,2025-03-22 22:34:40,156.83.216.254,158.17.247.123,HTTP,Block,23977,0.13
N01206,2025-03-19 03:38:01,63.178.1.75,101.143.86.25,HTTPS,Reset,47965,0.18
N01207,2025-04-05 21:04:25,42.249.169.229,133.48.241.117,TCP,Allow,47407,0.66
N01208,2025-03-17 08:28:07,195.116.233.95,160.224.63.135,HTTP,Block,29629,0.54
N01209,2025-03-25 04:14:42,218.140.123.85,152.206.52.177,HTTPS,Block,13365,0.46
N01210,2025-03-16 08:55:30,201.234.206.156,177.163.13.15,UDP,Block,10915,0.96
N01211,2025-03-28 21:31:01,152.4.31.9,130.147.207.141,HTTP,Block,40384,0.42
N01212,2025-03-25 11:17:31,145.203.12.114,111.234.77.217,HTTP,Allow,46201,0.07
N01213,2025-03-27 13:39:56,94.124.4.203,204.224.181.127,HTTPS,Block,43500,0.42
N01214,2025-03-27 10:11:32,22.132.233.154,73.155.180.251,ICMP,Block,32647,0.82
N01215,2025-03-20 18:57:53,3.237.56.125,154.245.102.81,HTTPS,Allow,21963,0.42
N01216,2025-04-11 00:54:24,71.109.34.94,27.188.213.10,UDP,Allow,6606,0.62
N01217,2025-04-12 16:11:56,126.114.221.112,214.77.42.180,UDP,Allow,39122,0.1
N01218,2025-04-08 22:11:24,100.169.185.195,45.244.48.36,UDP,Block,3796,0.83
N01219,2025-03-27 06:14:33,196.87.38.241,178.53.71.15,UDP,Block,2211,0.09
N01220,2025-04-04 05:40:00,184.125.7.129,61.147.219.13,TCP,Allow,42288,0.03
N01221,2025-03-26 21:47:01,209.162.52.29,94.21.48.147,TCP,Allow,32313,0.03
N01222,2025-04-13 09:41:08,28.76.254.17,65.236.51.77,ICMP,Allow,3829,0.48
N01223,2025-04-03 04:41:41,21.238.187.4,177.201.119.149,ICMP,Allow,28033,0.43
N01224,2025-04-05 15:48:43,172.40.149.19,205.239.210.142,TCP,Allow,767,0.23
N01225,2025-03-29 07:59:59,211.54.238.216,136.63.108.109,HTTP,Reset,8202,0.44
N01226,2025-03-24 07:44:09,152.196.155.252,219.35.72.213,ICMP,Allow,41656,0.58
N01227,2025-04-02 18:59:25,210.107.2.183,53.196.84.108,ICMP,Block,21128,0.33
N01228,2025-03-24 13:28:34,199.152.232.163,198.210.93.132,HTTP,Reset,966,0.76
N01229,2025-03-19 20:19:56,135.60.25.80,179.255.99.106,HTTP,Block,39266,0.09
N01230,2025-04-12 20:49:15,144.222.160.232,162.185.18.213,HTTP,Allow,49932,0.5
N01231,2025-04-06 11:13:41,205.56.39.176,21.79.117.0,HTTP,Allow,48614,0.12
N01232,2025-03-19 16:11:34,169.204.206.129,200.77.203.14,UDP,Reset,18511,0.38
N01233,2025-03-30 22:22:26,144.181.221.226,195.217.234.175,ICMP,Allow,11113,0.84
N01234,2025-03-14 21:10:03,102.83.165.208,209.24.229.221,HTTPS,Reset,12771,0.46
N01235,2025-03-20 18:35:16,214.169.197.211,148.62.29.163,UDP,Block,28262,0.35
N01236,2025-03-26 15:41:50,161.200.208.75,75.246.154.206,UDP,Allow,3636,0.92
N01237,2025-03-28 04:02:49,178.23.40.162,219.126.133.149,UDP,Block,20077,0.63
N01238,2025-03-17 05:58:11,160.64.15.192,195.110.38.24,HTTPS,Block,39056,0.56
N01239,2025-03-29 07:50:21,96.150.110.116,136.3.79.211,ICMP,Reset,49357,0.35
N01240,2025-03-19 14:15:04,183.154.255.168,48.137.20.69,HTTP,Reset,42478,0.03
N01241,2025-03-15 04:19:02,54.168.74.62,171.8.203.171,ICMP,Block,33931,0.65
N01242,2025-03-21 00:43:30,222.61.243.79,189.193.63.225,HTTP,Reset,29672,0.06
N01243,2025-03-27 04:25:02,9.207.71.222,157.21.43.148,HTTP,Block,8858,0.75
N01244,2025-04-04 09:53:02,34.170.167.229,125.106.182.36,HTTP,Allow,46105,0.82
N01245,2025-03-28 10:28:44,207.14.27.46,143.53.111.202,UDP,Allow,34022,0.67
N01246,2025-04-06 00:35:20,178.34.115.244,33.102.56.210,HTTP,Allow,39794,0.35
N01247,2025-04-04 07:57:59,186.127.66.20,200.227.88.14,UDP,Block,4390,0.54
N01248,2025-03-28 03:59:04,213.39.161.98,64.209.12.147,ICMP,Block,48843,0.8
N01249,2025-04-02 16:05:57,199.223.173.228,164.149.222.181,ICMP,Allow,33393,0.17
N01250,2025-03-31 08:33:35,135.9.147.21,120.92.57.211,HTTPS,Block,20109,0.02
N01251,2025-03-24 08:24:07,120.34.118.153,205.201.242.134,HTTP,Reset,15548,0.53
N01252,2025-04-13 12:33:11,159.175.128.222,27.249.0.157,HTTPS,Allow,19561,0.66
N01253,2025-04-11 08:12:03,54.50.53.171,195.107.160.242,UDP,Reset,9654,0.46
N01254,2025-03-28 03:04:02,212.232.58.4,5.252.178.94,TCP,Block,5878,0.88
N01255,2025-03-21 18:24:50,50.151.222.38,105.31.248.81,ICMP,Reset,47734,0.09
N01256,2025-03-19 17:07:18,189.44.165.255,216.130.226.33,TCP,Allow,861,0.02
N01257,2025-03-17 10:35:04,204.161.140.117,209.189.32.70,HTTPS,Reset,36581,0.77
N01258,2025-03-24 03:12:29,207.237.6.146,32.213.182.25,ICMP,Reset,18835,0.61
N01259,2025-04-06 16:41:53,214.235.103.255,201.175.11.69,ICMP,Block,40362,0.65
N01260,2025-04-11 23:22:15,138.105.109.55,211.199.97.161,UDP,Allow,38764,0.59
N01261,2025-04-08 11:28:30,147.89.19.116,212.241.60.172,HTTPS,Allow,4673,0.88
N01262,2025-03-16 07:26:35,201.116.110.242,160.53.66.183,HTTPS,Reset,45243,0.16
N01263,2025-04-05 13:26:54,98.132.186.9,205.23.104.226,UDP,Reset,31724,0.9
N01264,2025-03-16 12:36:31,155.138.138.215,31.10.42.213,HTTP,Block,10521,0.03
N01265,2025-04-02 11:01:27,49.100.235.109,222.77.12.130,UDP,Allow,39558,0.79
N01266,2025-04-04 23:39:31,202.214.89.219,180.194.176.183,TCP,Reset,16117,0.01
N01267,2025-03-21 13:20:24,141.203.212.198,200.30.112.180,ICMP,Reset,29620,0.79
N01268,2025-04-09 19:19:05,9.78.219.211,158.88.200.247,HTTPS,Reset,22433,0.97
N01269,2025-03-22 10:34:12,124.107.108.66,59.84.137.66,ICMP,Reset,9737,0.6
N01270,2025-04-03 21:12:43,141.102.241.98,138.58.211.198,HTTPS,Reset,33571,0.51
N01271,2025-03-22 16:07:51,49.175.49.111,140.10.182.30,HTTP,Reset,14872,0.17
N01272,2025-04-11 21:27:06,220.209.213.255,20.25.216.32,HTTPS,Block,12850,0.23
N01273,2025-03-23 05:10:14,40.240.118.115,214.93.136.95,HTTPS,Allow,19391,0.18
N01274,2025-03-27 15:48:58,57.122.55.73,113.189.88.135,UDP,Block,27577,0.19
N01275,2025-03-30 15:06:01,188.240.1.213,204.146.65.31,ICMP,Block,36752,0.52
N01276,2025-03-30 05:57:05,98.113.8.105,130.225.211.56,HTTPS,Block,44219,0.26
N01277,2025-04-01 17:49:38,221.88.115.88,206.163.195.106,UDP,Block,42043,0.44
N01278,2025-04-07 20:24:22,200.188.28.80,207.101.240.161,ICMP,Allow,42909,0.71
N01279,2025-03-24 22:11:00,56.148.8.233,106.62.65.49,TCP,Allow,19344,0.34
N01280,2025-03-23 14:28:51,70.130.111.57,219.48.195.203,TCP,Block,46533,0.51
N01281,2025-03-24 19:06:43,223.135.13.247,149.95.20.47,ICMP,Allow,49854,0.93
N01282,2025-03-25 16:18:08,178.119.0.172,193.128.180.16,UDP,Block,550,0.26
N01283,2025-03-19 23:03:02,37.126.33.67,70.179.8.65,ICMP,Block,20441,0.39
N01284,2025-04-12 06:01:13,222.139.184.99,21.141.13.12,TCP,Block,17030,0.36
N01285,2025-03-17 15:07:33,133.134.42.127,134.193.55.122,HTTP,Block,15918,0.64
N01286,2025-03-25 21:33:31,80.87.76.140,31.92.84.154,ICMP,Block,40760,0.65
N01287,2025-03-16 17:52:49,5.14.141.162,138.125.33.139,UDP,Allow,34029,0.03
N01288,2025-04-07 07:09:15,169.35.222.66,182.221.82.189,TCP,Reset,14673,0.28
N01289,2025-04-05 05:21:21,213.144.29.248,112.211.104.80,TCP,Reset,26949,0.0
N01290,2025-04-10 12:03:17,173.78.246.192,48.97.212.57,TCP,Block,37946,0.41
N01291,2025-03-26 16:22:22,138.21.17.233,198.40.105.180,ICMP,Allow,41412,0.02
N01292,2025-03-23 16:31:27,198.176.90.21,190.186.237.136,ICMP,Allow,33355,0.1
N01293,2025-03-29 07:32:10,201.54.52.177,178.190.20.85,TCP,Allow,17795,0.07
N01294,2025-03-30 15:40:37,202.119.70.168,194.126.109.207,HTTPS,Reset,17487,0.01
N01295,2025-04-10 11:32:55,218.110.47.31,192.17.204.243,UDP,Allow,35110,0.29
N01296,2025-03-22 06:49:26,1.126.178.44,194.225.197.131,ICMP,Block,32243,0.53
N01297,2025-03-31 09:48:02,54.74.0.147,171.94.186.192,UDP,Block,20292,0.91
N01298,2025-03-16 19:59:44,3.215.250.80,85.167.35.7,HTTPS,Block,23965,0.52
N01299,2025-03-18 12:20:28,94.136.91.124,46.180.33.38,UDP,Block,16974,0.64
N01300,2025-03-17 05:00:53,142.112.98.217,208.117.148.142,TCP,Block,39882,0.51
N01301,2025-03-26 18:43:37,5.58.146.222,83.105.193.237,HTTP,Block,45217,0.35
N01302,2025-03-23 18:28:59,195.11.174.179,152.228.144.46,UDP,Block,30369,0.52
N01303,2025-03-29 21:21:46,221.203.120.129,130.241.230.59,HTTP,Allow,27242,0.74
N01304,2025-03-22 09:57:43,83.199.82.15,80.129.100.222,TCP,Reset,29056,0.82
N01305,2025-03-17 20:56:34,113.49.12.203,212.232.83.202,HTTPS,Allow,28177,0.72
N01306,2025-04-11 08:24:44,186.97.38.85,147.20.146.82,HTTPS,Reset,5644,0.39
N01307,2025-03-26 12:21:45,104.202.9.121,105.141.72.54,ICMP,Reset,38460,0.29
N01308,2025-03-25 22:24:04,197.19.210.152,218.146.178.205,HTTP,Allow,26544,0.78
N01309,2025-04-07 12:30:28,153.209.17.244,173.214.221.182,TCP,Reset,28950,0.83
N01310,2025-04-08 04:16:50,150.252.226.96,24.7.65.121,UDP,Allow,32065,0.68
N01311,2025-03-17 23:36:30,116.125.234.245,93.12.197.31,TCP,Allow,36414,0.38
N01312,2025-03-27 19:24:28,84.111.97.19,220.223.117.68,ICMP,Allow,47604,0.46
N01313,2025-04-07 09:04:05,29.141.20.186,201.216.118.244,HTTPS,Block,34660,0.06
N01314,2025-04-02 17:11:52,202.197.138.150,145.35.179.139,TCP,Reset,33307,0.75
N01315,2025-04-05 10:51:28,193.242.254.205,63.244.157.36,HTTP,Allow,45036,0.13
N01316,2025-04-13 15:30:11,52.18.26.244,195.111.75.195,HTTPS,Allow,4979,0.92
N01317,2025-03-21 18:13:02,32.209.36.153,27.217.98.243,UDP,Reset,15412,0.75
N01318,2025-03-27 15:04:26,104.189.190.63,197.103.179.90,HTTP,Allow,31594,0.49
N01319,2025-04-05 14:21:11,209.156.114.146,31.254.167.175,HTTPS,Reset,19269,0.72
N01320,2025-03-27 18:51:41,115.55.210.117,157.161.125.239,UDP,Allow,27303,0.32
N01321,2025-03-22 11:32:00,222.30.7.46,96.132.231.108,HTTPS,Allow,6502,0.43
N01322,2025-04-05 07:40:44,166.82.104.176,140.209.74.19,UDP,Block,2231,0.58
N01323,2025-03-18 12:12:40,215.55.60.41,126.117.49.160,UDP,Reset,11337,0.28
N01324,2025-03-21 08:36:40,213.154.255.96,199.122.53.46,ICMP,Reset,33499,0.41
N01325,2025-03-29 09:00:58,219.70.149.22,203.81.104.218,TCP,Block,40778,0.34
N01326,2025-03-15 06:31:05,67.203.119.99,187.125.137.137,ICMP,Block,5615,0.91
N01327,2025-04-04 06:44:13,195.151.53.227,151.94.35.194,UDP,Block,7520,0.03
N01328,2025-03-29 18:08:28,17.179.107.49,139.128.250.84,ICMP,Block,2893,0.74
N01329,2025-03-15 06:56:28,223.214.140.208,42.76.169.2,ICMP,Allow,25662,0.64
N01330,2025-04-01 21:54:59,132.35.142.0,25.47.105.52,ICMP,Block,4960,0.23
N01331,2025-04-06 12:00:21,67.180.1.199,200.128.75.229,UDP,Block,11961,0.87
N01332,2025-04-13 05:45:44,216.16.15.108,96.186.254.54,UDP,Block,46765,0.92
N01333,2025-03-22 03:10:42,182.14.166.80,134.219.93.45,ICMP,Allow,31101,0.81
N01334,2025-03-20 07:40:48,202.46.186.208,72.122.51.113,TCP,Reset,449,0.32
N01335,2025-04-04 07:41:12,193.148.88.217,213.29.163.172,TCP,Allow,20242,0.5
N01336,2025-04-03 17:33:13,2.212.0.106,154.114.6.112,UDP,Block,31091,0.02
N01337,2025-03-30 10:43:36,112.171.151.55,140.6.148.207,TCP,Reset,12768,0.92
N01338,2025-04-01 02:31:24,221.167.23.165,5.88.59.192,TCP,Allow,23439,0.39
N01339,2025-03-22 13:01:43,135.45.50.228,48.223.131.107,ICMP,Reset,21290,0.99
N01340,2025-04-12 09:35:19,155.18.204.52,185.76.71.77,ICMP,Allow,30915,0.48
N01341,2025-03-31 08:39:02,210.136.77.247,172.54.208.191,HTTPS,Allow,36929,0.68
N01342,2025-03-23 18:56:56,77.204.141.96,9.226.63.122,HTTPS,Allow,32203,0.65
N01343,2025-03-21 12:20:58,175.66.124.97,222.9.116.121,TCP,Block,40280,0.5
N01344,2025-03-29 19:31:41,119.50.164.127,175.43.88.153,HTTP,Reset,35680,0.18
N01345,2025-03-18 08:15:04,89.46.227.58,136.19.184.141,UDP,Reset,42782,0.33
N01346,2025-04-08 07:26:16,192.130.238.155,209.88.203.84,ICMP,Allow,11118,0.0
N01347,2025-04-07 15:20:53,37.26.211.149,27.143.65.112,ICMP,Block,23300,0.07
N01348,2025-03-20 22:53:56,199.249.30.30,192.174.212.142,HTTPS,Reset,4814,0.23
N01349,2025-03-17 01:24:03,197.114.137.222,28.43.176.112,ICMP,Allow,6816,0.21
N01350,2025-04-11 04:34:58,29.120.1.199,132.188.144.234,TCP,Reset,36611,0.38
N01351,2025-03-22 03:24:04,139.51.39.165,130.72.100.230,TCP,Reset,27405,0.39
N01352,2025-04-07 07:01:06,152.3.130.56,177.63.235.198,HTTPS,Allow,35649,0.51
N01353,2025-04-02 06:41:22,147.37.53.126,189.120.147.118,HTTPS,Allow,47788,0.85
N01354,2025-04-09 00:46:51,157.32.200.71,199.183.202.6,ICMP,Reset,34726,0.97
N01355,2025-03-23 09:04:57,171.163.117.11,6.48.145.41,ICMP,Allow,8130,0.05
N01356,2025-03-16 13:06:00,206.43.19.33,22.129.116.233,TCP,Block,33405,0.66
N01357,2025-04-09 17:54:48,52.219.102.19,71.206.144.11,UDP,Allow,29124,0.06
N01358,2025-04-12 13:05:13,163.112.199.177,196.12.125.107,TCP,Reset,15269,0.2
N01359,2025-03-16 12:58:18,49.192.134.168,212.250.193.22,ICMP,Allow,32170,0.17
N01360,2025-04-04 07:31:06,200.205.50.172,220.81.0.80,TCP,Allow,12703,0.37
N01361,2025-03-27 15:21:33,220.12.150.93,114.22.27.73,TCP,Reset,24166,0.94
N01362,2025-04-06 02:39:32,182.67.254.88,144.177.248.215,ICMP,Block,42523,0.2
N01363,2025-03-25 11:38:31,149.52.131.147,199.196.241.85,TCP,Reset,35550,0.2
N01364,2025-03-16 21:32:18,172.106.245.205,178.59.88.7,HTTPS,Reset,29941,0.64
N01365,2025-04-04 03:13:31,187.32.190.99,162.143.236.196,UDP,Allow,49820,0.96
N01366,2025-04-11 20:21:31,206.107.47.226,208.237.29.71,UDP,Allow,40548,0.23
N01367,2025-03-31 06:03:56,183.180.231.4,143.120.33.101,HTTPS,Reset,17590,0.41
N01368,2025-04-02 14:25:05,206.8.196.48,141.144.186.240,HTTPS,Reset,9704,0.95
N01369,2025-04-10 03:07:13,215.179.131.233,153.238.160.216,HTTP,Block,49990,0.83
N01370,2025-04-03 12:20:25,152.71.106.75,218.182.78.170,HTTP,Reset,29999,0.93
N01371,2025-04-11 10:30:01,190.224.33.47,64.139.128.62,HTTPS,Allow,33493,0.41
N01372,2025-04-10 18:22:08,147.51.3.122,80.178.9.143,HTTPS,Reset,28059,0.17
N01373,2025-03-27 07:49:54,185.183.83.211,27.226.145.88,HTTP,Block,40646,0.54
N01374,2025-04-03 02:34:05,124.164.146.213,178.99.238.10,HTTP,Allow,36303,0.37
N01375,2025-03-29 05:54:35,92.189.82.199,119.112.13.142,ICMP,Reset,25201,0.45
N01376,2025-04-04 15:46:46,151.152.82.251,22.118.255.108,HTTP,Allow,27264,0.7
N01377,2025-04-11 05:35:55,156.142.119.195,208.115.124.183,ICMP,Reset,14967,0.08
N01378,2025-03-28 11:49:51,222.241.100.150,185.223.232.191,TCP,Reset,18659,0.36
N01379,2025-03-23 08:17:36,90.107.224.17,40.155.94.94,HTTPS,Allow,35741,0.23
N01380,2025-03-16 11:17:14,207.220.30.122,210.8.96.119,HTTPS,Allow,13697,0.11
N01381,2025-03-31 01:38:26,219.127.42.45,183.150.52.250,ICMP,Allow,41258,0.57
N01382,2025-03-26 09:10:01,195.71.161.55,108.103.206.58,ICMP,Block,2397,0.75
N01383,2025-03-30 02:54:30,39.57.114.223,141.219.225.167,UDP,Block,43796,0.06
N01384,2025-03-21 09:02:36,169.155.181.178,182.136.98.226,HTTP,Allow,3318,0.71
N01385,2025-04-04 07:14:25,162.46.180.99,179.198.162.246,HTTPS,Block,25627,0.08
N01386,2025-04-11 09:06:10,153.74.173.84,70.61.106.77,UDP,Block,35013,0.18
N01387,2025-03-26 20:02:42,47.148.50.137,170.144.33.235,HTTP,Reset,17993,0.68
N01388,2025-04-08 20:41:44,176.223.222.170,215.124.125.64,UDP,Allow,25243,0.85
N01389,2025-03-21 09:15:01,217.182.0.154,157.41.126.131,UDP,Allow,33062,0.79
N01390,2025-03-22 05:12:27,188.16.199.197,195.91.33.192,UDP,Allow,22422,0.05
N01391,2025-04-12 15:50:52,89.196.50.184,87.255.11.56,TCP,Block,6759,0.59
N01392,2025-04-11 05:04:23,141.7.40.42,120.60.88.44,TCP,Block,48326,0.91
N01393,2025-04-04 23:46:09,183.157.235.218,129.98.134.38,TCP,Allow,9196,0.9
N01394,2025-03-15 13:08:32,69.101.217.107,208.110.150.140,TCP,Allow,29979,0.14
N01395,2025-03-24 11:47:41,173.146.105.40,114.98.167.190,HTTPS,Reset,20972,0.86
N01396,2025-04-08 18:32:55,140.11.142.88,181.44.191.159,ICMP,Reset,38171,0.66
N01397,2025-03-16 05:25:27,14.151.16.253,182.100.62.197,TCP,Reset,27795,0.09
N01398,2025-03-21 15:28:13,194.173.163.223,29.109.1.230,UDP,Allow,3470,0.52
N01399,2025-03-25 05:48:02,77.249.85.141,200.196.123.133,ICMP,Allow,20286,0.02
N01400,2025-04-10 17:32:11,188.165.107.183,48.193.114.5,HTTPS,Allow,32529,0.01
N01401,2025-04-10 08:01:32,223.216.185.37,194.171.32.212,UDP,Allow,6625,0.09
N01402,2025-03-16 19:52:05,77.92.63.41,197.30.53.207,UDP,Allow,25855,0.57
N01403,2025-03-30 11:55:42,154.243.143.254,141.17.137.172,HTTPS,Block,25737,0.45
N01404,2025-03-15 02:09:18,179.182.94.53,152.134.40.30,ICMP,Allow,45288,0.36
N01405,2025-04-05 20:26:15,219.146.7.197,156.190.246.1,UDP,Block,14424,0.54
N01406,2025-04-07 09:44:30,174.168.44.180,194.254.32.179,TCP,Reset,8916,0.84
N01407,2025-04-06 07:36:37,174.191.148.11,135.231.174.90,HTTPS,Block,25542,0.46
N01408,2025-03-25 14:46:53,194.173.8.4,158.148.82.99,ICMP,Block,27153,0.39
N01409,2025-04-07 20:43:07,193.174.108.165,196.66.88.59,ICMP,Block,42881,0.82
N01410,2025-03-15 22:09:26,117.128.44.180,143.84.74.238,TCP,Block,37574,0.24
N01411,2025-04-13 02:58:37,1.110.169.158,216.91.10.58,UDP,Reset,49856,0.38
N01412,2025-04-01 20:27:26,204.103.164.20,112.254.226.44,TCP,Reset,7692,0.2
N01413,2025-03-15 00:44:37,13.217.2.118,197.218.3.151,ICMP,Block,20213,0.49
N01414,2025-04-13 01:12:12,95.62.0.105,91.179.179.142,HTTP,Reset,45347,0.95
N01415,2025-03-20 23:19:48,62.7.247.138,2.140.171.139,HTTPS,Reset,9405,0.18
N01416,2025-03-31 05:03:30,222.100.236.181,212.9.27.99,TCP,Reset,21442,0.94
N01417,2025-03-27 09:51:07,187.27.253.19,192.132.133.17,UDP,Block,2871,0.24
N01418,2025-03-22 11:07:02,23.159.32.254,128.236.40.65,HTTP,Allow,31459,0.32
N01419,2025-04-02 23:18:15,93.58.16.154,158.229.206.70,ICMP,Block,13806,0.09
N01420,2025-04-02 21:54:41,149.72.133.124,86.211.171.38,UDP,Allow,3114,0.67
N01421,2025-03-28 15:44:42,195.56.135.212,162.60.64.60,ICMP,Allow,8854,0.97
N01422,2025-03-19 22:58:46,214.176.12.175,153.51.109.240,HTTP,Allow,26837,0.95
N01423,2025-03-23 15:27:07,115.137.206.85,217.151.202.246,HTTP,Block,39260,0.15
N01424,2025-04-09 03:05:14,217.208.189.254,170.86.8.50,ICMP,Block,40754,0.97
N01425,2025-03-17 21:08:59,222.229.58.85,7.135.155.208,HTTPS,Allow,39039,0.38
N01426,2025-04-10 02:18:52,139.237.121.66,194.214.136.55,ICMP,Reset,11564,0.98
N01427,2025-04-03 12:56:30,170.97.86.201,74.142.244.71,HTTPS,Reset,41177,0.56
N01428,2025-03-16 08:13:05,107.253.189.190,136.143.145.137,HTTP,Allow,42361,0.52
N01429,2025-04-09 13:44:11,12.71.80.114,150.184.155.206,UDP,Reset,22162,0.26
N01430,2025-03-18 02:35:19,123.192.49.90,196.168.126.63,TCP,Block,37304,0.53
N01431,2025-04-07 05:16:18,114.194.212.123,8.249.226.225,UDP,Reset,25158,0.39
N01432,2025-03-18 17:25:56,151.207.183.61,7.114.36.109,ICMP,Reset,3592,0.42
N01433,2025-03-27 13:51:20,131.200.150.155,96.249.21.9,HTTPS,Reset,3936,0.41
N01434,2025-03-31 02:50:23,192.173.43.98,137.14.96.12,TCP,Allow,49202,0.09
N01435,2025-03-25 15:39:25,146.212.148.10,173.11.34.44,TCP,Reset,1663,0.89
N01436,2025-03-18 12:16:28,206.248.172.109,45.19.137.59,HTTPS,Block,9477,0.43
N01437,2025-03-29 16:18:13,139.71.98.115,197.95.181.233,HTTP,Allow,32870,0.59
N01438,2025-03-17 18:32:38,198.105.118.176,107.8.240.140,TCP,Allow,41300,0.99
